id,quality,description,total_attr_value,total_sum,monster_id,mintmark_class
41163,5,雷欧克专属全能刻印,30 25 0 25 24 76,180,3555,
41164,5,马洛古斯专属全能刻印,0 24 32 24 25 75,180,3557,
41165,5,军团之令·洋,0 25 35 25 25 70,180,,26
41166,5,军团之令·炎,0 25 35 25 30 55,170,,26
41167,5,军团之令·雷,42 25 0 25 25 58,175,,26
41168,5,军团之令·地,20 40 0 40 18 62,180,,26
41169,5,白羽剑魂·特兰西专属全能刻印,32 24 0 24 25 75,180,3558,
41170,5,黑桃骑士专属全能刻印,32 24 0 24 24 72,176,3559,
41171,5,倾城·虞姬专属全能刻印,0 24 30 24 24 75,177,3560,
41172,5,邪灵主宰·摩哥斯专属全能刻印,0 25 35 25 26 76,187,3561,
41173,5,狄修专属全能刻印,32 26 0 26 26 72,182,3562,
41174,5,西楚霸王·项羽专属全能刻印,35 25 0 25 26 78,189,3564,
41175,5,紫金斗魂·拉塞尔专属全能刻印,30 24 0 24 24 78,180,3565,
41176,3,炫彩·天,40 20 0 20 30 70,180,,27
41177,3,炫彩·地,25 40 0 40 20 50,175,,27
41178,3,炫彩·清,0 20 40 20 30 70,180,,27
41179,3,炫彩·沉,0 30 30 30 15 90,195,,27
41180,5,赤炎战魂·金斯特专属全能刻印,35 24 0 24 26 72,181,3566,
41181,5,魔钰专属全能刻印,0 25 35 25 26 72,183,3567,
41182,5,圣地卡修斯专属全能刻印,32 25 0 25 26 80,188,3568,
41183,5,托尔希专属全能刻印,0 24 25 24 24 75,172,3569,
41184,5,托尔希专属全能刻印S,0 24 25 24 24 75,172,3569,
41185,5,星诺专属全能刻印,0 24 32 24 25 75,180,3570,
41186,5,伊尔玛专属全能刻印,0 24 32 24 26 75,181,3571,
41187,5,四九幻曦专属全能刻印,0 25 32 25 25 78,185,3572,
41188,5,艾莫莉萨专属全能刻印,30 24 0 24 25 75,178,3573,
41189,5,龙魂·布里克专属全能刻印,32 25 0 25 25 76,183,3574,
41190,5,终末之灭·天邪龙王专属全能刻印,35 28 0 28 26 80,197,3575,
41191,5,大轮明王专属全能刻印,32 26 0 26 26 76,186,3576,
41192,5,光之惩戒·英卡洛斯专属全能刻印,50 25 0 25 38 80,218,3577,
41193,5,普拉曼达专属全能刻印,30 24 0 24 24 72,174,3578,
41194,5,诅咒之神·狄修专属全能刻印,35 26 0 26 26 78,191,3580,
41195,5,天之羁绊,0 30 45 30 35 80,220,,62
41196,5,卡兰守护,0 30 44 30 25 115,244,,28
41197,5,罗格守护,58 28 0 28 30 80,224,,28
41198,5,裂空守护,0 30 42 30 38 80,220,,28
41199,5,帕诺守护,25 50 0 50 20 88,233,,28
41200,5,螺旋守护,48 30 0 30 32 86,226,,28
41201,5,几米专属全能刻印,30 24 0 24 24 72,174,3582,
41202,5,明光神使专属全能刻印,0 24 32 24 25 72,177,3583,
41203,5,燃魂巨兽专属全能刻印,30 25 0 25 20 80,180,3584,
41204,5,索兰莉安专属全能刻印,0 24 28 24 24 72,172,3585,
41205,5,战之狂热·英卡洛斯专属全能刻印,30 35 0 35 25 100,225,3586,
41206,5,红桃皇后专属全能刻印,0 24 30 24 25 72,175,3587,
41207,5,杰弥奈尔专属全能刻印,28 23 0 23 25 70,169,3588,
41208,5,杰弥奈尔专属全能刻印S,28 23 0 23 25 70,169,3588,
41209,5,炫彩山神·迪符特专属全能刻印,0 25 32 25 24 76,182,3590,
41210,5,影黛专属全能刻印,35 24 0 24 26 75,184,3591,
41211,5,幽冥帝尊·修罗专属全能刻印,35 25 0 25 26 78,189,3592,
41212,5,典韦专属全能刻印,32 25 0 25 25 76,183,3594,
41213,5,泰拉图斯专属全能刻印,30 24 0 24 24 78,180,3595,
41214,5,托雷戴尔专属全能刻印,32 25 0 25 26 75,183,3597,
41215,5,卡杉德拉专属全能刻印,32 25 0 25 25 76,183,3599,
41216,5,王牌术师专属全能刻印,0 24 32 24 25 72,177,3601,
41217,5,伊提亚专属全能刻印,0 23 32 23 25 76,179,3602,
41218,5,拉贾克斯专属全能刻印,0 25 32 25 25 78,185,3605,
41219,5,纳纳塔里专属全能刻印,0 25 30 25 24 78,182,3606,
41220,5,斯瓦尼根专属全能刻印,32 24 0 24 24 78,182,3607,
41221,5,安妮尔专属全能刻印,0 24 32 24 25 75,180,3608,
41222,5,德拉诺专属全能刻印,32 25 0 25 25 72,179,3609,
41223,5,二郎真君专属全能刻印,30 24 0 24 24 72,174,3610,
41224,5,诺利专属全能刻印,26 26 0 26 24 70,172,3611,
41225,5,诺利专属全能刻印S,26 26 0 26 24 70,172,3611,
41226,5,远古圣卫专属全能刻印,30 24 0 24 24 72,174,3612,
41227,5,戴斯星之海,40 25 0 25 25 65,180,,29
41228,5,拉铂尔之雾,0 30 35 30 20 70,185,,29
41229,5,贝塔星之骸,20 40 0 40 20 60,180,,29
41230,5,卡酷星之魂,0 25 40 25 25 65,180,,29
41231,5,芳馨·茉蕊儿专属全能刻印,0 26 32 26 24 80,188,3613,
41232,5,青丘专属全能刻印,32 24 0 24 26 75,181,3614,
41233,5,清灵儿专属全能刻印,0 24 28 24 22 68,166,3615,
41234,5,斯德鲁专属全能刻印,32 24 0 24 26 75,181,3616,
41235,5,周瑜专属全能刻印,0 25 35 25 26 76,187,3617,
41236,5,清·时雨,0 24 40 24 30 50,168,,30
41237,5,清·寒霜,40 24 0 24 30 50,168,,30
41238,5,清·春露,0 34 30 34 20 60,178,,30
41239,5,清·梅雾,30 34 0 34 20 60,178,,30
41240,5,埃拉辛姆专属全能刻印,32 25 0 25 23 76,181,3618,
41241,5,安丽丝专属全能刻印,32 24 0 22 26 75,179,3619,
41242,5,梅花国王专属全能刻印,0 25 30 25 25 75,180,3621,
41243,5,艾琳专属全能刻印,0 24 32 24 25 75,180,3622,
41244,5,鬼面幽蝶专属全能刻印,35 25 0 25 25 75,185,3623,
41245,5,圣光大师·苏曼阿尔专属全能刻印,32 24 0 24 24 75,179,3624,
41246,5,紫嫣专属全能刻印,30 24 0 24 24 72,174,3625,
41247,5,帕诺战争印记,0 25 40 25 20 60,170,,31
41248,5,罗格战争印记,40 25 0 25 20 60,170,,31
41253,5,奥佩娅专属全能刻印,0 25 35 25 25 78,188,3626,
41254,5,不羁·弗里德专属全能刻印,35 26 0 26 24 76,187,3627,
41255,5,龙裳专属全能刻印,0 24 32 24 24 75,179,3629,
41256,5,跃迁狂剑·兰斯洛特专属全能刻印,35 25 0 25 25 76,186,3631,
41257,5,风暴女神·斯蒂亚专属全能刻印,0 24 35 24 26 75,184,3632,
41258,5,卡恩特专属全能刻印,0 24 32 24 25 75,180,3634,
41259,5,莱瑞尔专属全能刻印,28 24 0 24 24 70,170,3635,
41260,5,莱瑞尔专属全能刻印S,28 24 0 24 24 70,170,3635,
41261,5,墨莲专属全能刻印,32 23 0 23 25 78,181,3636,
41262,5,不灭地威·萨瑞卡专属全能刻印,32 25 0 25 24 78,184,3637,
41263,5,伽楼儿专属全能刻印,0 25 32 25 25 72,179,3638,
41264,5,普约尔专属全能刻印,32 25 0 25 24 75,181,3639,
41265,5,阿塔尼斯专属全能刻印,0 24 32 24 25 75,180,3640,
41266,5,极天之翼·托鲁克专属全能刻印,35 23 0 23 32 70,183,3642,
41267,5,孙尚香专属全能刻印,30 24 0 24 24 75,177,3643,
41268,5,方块公主专属全能刻印,0 24 30 24 24 75,177,3649,
41269,5,吕洞宾专属全能刻印,0 24 30 24 24 72,174,3650,
41270,5,图加索专属全能刻印,32 28 0 28 24 72,184,3651,
41271,5,异星装甲·赛伯斯特专属全能刻印,0 25 35 25 25 76,186,3652,
41272,5,德马斯克专属全能刻印,32 24 0 24 24 75,179,3653,
41273,5,奎因专属全能刻印,32 24 0 24 25 75,180,3654,
41274,5,鹿宸专属全能刻印,32 25 0 25 25 75,182,3655,
41275,5,圣羽天翔·英普瑞斯专属全能刻印,0 25 30 25 24 78,182,3657,
41276,5,薇尔格专属全能刻印,0 24 28 24 24 72,172,3658,
41277,5,薇尔格专属全能刻印S,0 24 28 24 24 72,172,3658,
41278,5,欢乐之心,25 25 0 25 25 85,185,,32
41279,5,巴斯蒂安专属全能刻印,35 24 0 24 25 78,186,3659,
41280,5,不朽剑神专属全能刻印,32 24 0 24 24 75,179,3660,
41281,5,天启星魂专属全能刻印,0 25 35 25 25 78,188,3661,
41282,5,正义圣盾·凯普特专属全能刻印,32 24 0 24 25 75,180,3662,
41283,5,黄金圣光天马专属全能刻印,0 24 30 24 24 72,174,3663,
41284,5,蓝露专属全能刻印,0 25 32 25 25 78,185,3644,
41285,5,厉魇魔王·咤克斯专属全能刻印,0 25 35 25 26 76,187,3665,
41286,5,九天之疾,48 28 0 28 41 84,229,,33
41287,5,九天之速,0 28 48 28 41 84,229,,33
41288,5,九曲之刃,63 28 0 28 31 80,230,,33
41289,5,九曲之光,0 28 63 28 31 80,230,,33
41290,5,九霄之钟,44 31 0 31 28 116,250,,33
41291,5,九霄之灵,0 31 44 31 28 116,250,,33
41292,5,九鼎之承,26 46 0 46 28 91,237,,33
41293,5,九鼎之重,0 46 26 46 28 91,237,,33
41294,5,混沌天蛇太祖专属全能刻印,0 25 35 25 25 78,188,3667,
41295,5,混沌伊洛维奇专属全能刻印,32 24 0 24 25 76,181,3668,
41296,5,梦灵兔专属全能刻印,30 23 0 23 23 72,171,3669,
41297,5,圣耀之光·黄金天马专属全能刻印,0 24 32 24 25 76,181,3670,
41298,5,天笔画神专属全能刻印,0 24 32 24 24 72,176,3671,
41299,5,X·神迹专属全能刻印,35 25 0 25 25 78,188,3672,
41300,5,艾夏拉专属全能刻印,0 30 45 30 30 85,220,3673,
41301,5,莉布拉专属全能刻印,0 24 30 24 24 72,174,3674,
41302,5,聆风专属全能刻印,0 24 32 24 25 75,180,3675,
41303,5,万兽之尊·猛虎王专属全能刻印,32 26 0 26 24 78,186,3676,
41304,5,雅莉斯专属全能刻印,30 24 0 24 24 75,177,3677,
41305,5,莉布拉专属全能刻印S,0 24 30 24 24 72,174,3674,
41306,5,暗灵法神专属全能刻印,0 24 32 24 24 75,179,3678,
41307,5,鬼蚀豹尊专属全能刻印,36 24 0 24 25 75,184,3679,
41308,5,伊兰尼斯专属全能刻印,32 25 0 25 25 76,183,3680,
41309,5,月玲珑专属全能刻印,0 24 32 24 24 72,176,3681,
41310,5,混沌魔尊专属全能刻印,35 25 0 25 25 75,185,3683,
41311,5,孙权专属全能刻印,35 25 0 25 26 76,187,3685,
41312,5,妖族元皇·兰蒂斯专属全能刻印,0 25 35 25 26 78,189,3686,
41313,2,衡·生机α,0 58 0 0 0 115,173,,21
41314,2,衡·幻梦α,0 0 78 68 0 0,146,,21
41315,2,衡·生灵α,0 0 0 58 0 115,173,,21
41316,2,衡·巡游α,78 68 0 0 0 0,146,,21
41317,2,衡·巨刃α,58 0 0 0 0 115,173,,21
41318,2,衡·飓风α,0 0 0 0 32 115,147,,21
41319,2,衡·聚魂α,0 0 58 0 0 115,173,,21
41320,2,衡·守望α,0 75 0 75 0 0,150,,21
41321,2,衡·疾袭α,80 0 0 0 33 0,113,,21
41322,2,衡·迅箭α,0 0 80 0 33 0,113,,21
41323,2,衡·突围α,0 75 0 0 35 0,110,,21
41324,2,衡·破咒α,0 0 0 75 35 0,110,,21
41325,3,偃月之云α,0 52 0 52 0 95,199,,24
41326,3,偃月之华α,78 42 0 42 0 0,162,,24
41327,3,偃月之霜α,0 42 78 42 0 0,162,,24
41328,3,偃月之光α,0 62 0 62 35 0,159,,24
41329,5,圣战之巅,46 26 0 26 38 85,221,,34
41330,5,圣战之绝,0 26 46 26 38 85,221,,34
41331,5,圣战之锋,58 28 0 28 30 78,222,,34
41332,5,圣战之舞,0 28 58 28 30 78,222,,34
41333,5,圣战之渊,40 30 0 30 25 108,233,,34
41334,5,圣战之鸿,0 30 40 30 25 108,233,,34
41335,5,圣战之界,30 38 0 38 28 90,224,,34
41336,5,圣战之阵,0 38 30 38 28 90,224,,34
41337,5,圣战之究极,50 22 50 22 38 0,182,,34
41338,5,圣战之无限,50 24 50 24 0 108,256,,34
41339,5,盛夏光阴,0 25 42 25 30 78,200,,44
41340,5,盛夏年华,42 25 0 25 30 78,200,,44
41341,5,盛夏赤日,52 24 0 24 26 75,201,,44
41342,5,盛夏明月,0 24 52 24 26 75,201,,44
41343,5,盛夏骄阳,0 35 25 35 24 83,202,,44
41344,5,盛夏红云,25 35 0 35 24 83,202,,44
41345,5,盛夏烈火,0 24 40 24 24 95,207,,44
41346,5,盛夏轰雷,40 24 0 24 24 95,207,,44
41347,5,米迦勒专属全能刻印,30 23 0 23 24 72,172,3693,
41348,5,魔镰武神专属全能刻印,32 24 0 24 25 75,180,3694,
41349,5,噬梦之灵专属全能刻印,0 25 36 25 26 76,188,3645,
41350,5,重盾·杰西卡专属全能刻印,30 28 0 28 22 75,183,3695,
41351,5,擎空·凡尔斯专属全能刻印,35 25 0 25 30 72,187,3697,
41352,5,至善之心·阿米尔专属全能刻印,0 24 32 24 25 76,181,3698,
41353,5,冰之契约·阿克希亚专属全能刻印,0 25 35 25 25 76,186,3699,
41354,5,米修莉专属全能刻印,32 24 0 24 24 75,179,3700,
41355,5,妙法专属全能刻印,0 25 32 25 25 75,182,3701,
41356,5,扫荡之锋专属全能刻印,36 24 0 24 25 75,184,3647,
41357,5,丝珂碧专属全能刻印,28 24 0 24 24 72,172,3702,
41358,5,丝珂碧专属全能刻印S,28 24 0 24 24 72,172,3702,
41359,5,素咔专属全能刻印,0 24 32 24 24 74,178,3703,
41360,5,狂热之诚·吉罗德专属全能刻印,32 24 0 24 24 78,182,3704,
41361,5,守护者·艾里克专属全能刻印,0 24 35 24 28 75,186,3705,
41362,5,寒光之哀·斯内普专属全能刻印,0 24 32 24 25 75,180,3709,
41363,5,圣光莫妮卡专属全能刻印,0 25 35 25 25 76,186,3711,
41364,5,糖果儿专属全能刻印,32 23 0 23 24 75,177,3712,
41365,5,爆裂·杰西卡专属全能刻印,35 24 0 24 24 75,182,3713,
41366,5,混沌天使长专属全能刻印,0 24 32 24 25 75,180,3714,
41367,5,葬生之莲专属全能刻印,0 25 32 25 25 75,182,3646,
41368,5,咪咕专属全能刻印,0 22 26 22 22 65,157,3715,
41369,4,时·苍星,0 28 32 28 0 72,160,,45
41370,4,时·寰宇,32 28 0 28 0 72,160,,45
41371,4,时·辉耀,0 28 40 28 24 0,120,,45
41372,4,时·银河,40 28 0 28 24 0,120,,45
41373,5,一眼永恒,38 22 0 22 22 75,179,,46
41374,5,凝固记忆,0 22 38 22 22 75,179,,46
41375,5,该洛西斯专属全能刻印,0 25 32 25 24 78,184,3716,
41376,5,狐小媚专属全能刻印,0 24 32 24 24 75,179,3717,
41377,5,混沌·千夜死神专属全能刻印,35 25 0 25 26 76,187,3718,
41378,5,魅音专属全能刻印,30 23 0 23 23 70,169,3719,
41379,5,魔琪专属全能刻印,0 25 32 25 25 75,182,3720,
41380,5,塞吉忒瑞斯专属全能刻印,0 23 30 23 24 70,170,3722,
41381,5,塞吉忒瑞斯专属全能刻印S,0 23 30 23 24 70,170,3722,
41382,5,命世之才,0 25 30 25 25 70,175,,47
41383,5,命世之体,30 25 0 25 25 70,175,,47
41384,5,命世之魂,0 25 38 25 30 60,178,,47
41385,5,命世之魄,38 25 0 25 30 60,178,,47
41386,5,板凳毛专属全能刻印,25 22 0 22 22 68,159,3723,
41387,5,混沌·哈肯萨专属全能刻印,35 24 0 24 24 78,185,3724,
41388,5,萨帕克希亚专属全能刻印,0 24 32 24 24 75,179,3725,
41389,5,优等笙专属全能刻印,0 23 30 23 23 72,171,3726,
41390,5,遨天之煞专属全能刻印,35 24 0 24 26 75,184,3648,
41391,5,奥丽莎专属全能刻印,0 23 30 23 23 70,169,3727,
41392,5,厄尔泰拉格专属全能刻印,0 24 32 24 24 75,179,3728,
41393,5,浩瀚昆仑专属全能刻印,32 24 0 24 24 75,179,3729,
41394,5,莎利奥专属全能刻印,30 23 0 23 23 70,169,3731,
41395,5,阿尔葎比专属全能刻印,30 23 0 23 23 68,167,3732,
41396,5,弗洛娅专属全能刻印,0 24 32 24 24 75,179,3733,
41397,5,混沌飞王凡尔斯专属全能刻印,35 25 0 25 30 72,187,3734,
41398,5,苍天歌专属全能刻印,32 24 0 24 24 72,176,3735,
41399,5,夜语花专属全能刻印,0 24 30 24 24 70,172,3736,
41400,5,沧海之笙,0 30 55 30 30 95,240,,65
41401,5,加列韦专属全能刻印,32 24 0 24 24 75,179,3737,
41402,5,卡珀莉可专属全能刻印,30 23 0 23 24 70,170,3738,
41403,5,卡珀莉可专属全能刻印S,30 23 0 23 24 70,170,3738,
41404,5,玛洛迪斯专属全能刻印,0 25 35 25 24 78,187,3739,
41405,5,怒涛·沧岚专属全能刻印,0 25 35 25 25 76,186,3740,
41406,5,上古魔尊·库贝萨专属全能刻印,32 24 0 24 24 80,184,3741,
41407,5,业冰专属全能刻印,0 24 32 24 24 75,179,3742,
41408,5,麒之祥,0 25 45 25 25 95,215,,18
41409,5,麒之瑞,45 25 0 25 25 95,215,,18
41410,5,波西利亚专属全能刻印,35 24 0 24 25 75,183,3743,
41411,5,库洛斯专属全能刻印,32 24 0 24 24 72,176,3744,
41412,5,萨里奥森专属全能刻印,0 24 32 24 24 76,180,3745,
41413,5,奥斯特里斯专属全能刻印,0 24 32 24 24 75,179,3746,
41414,5,圣焰·菲格罗亚专属全能刻印,35 24 0 24 25 76,184,3748,
41415,5,伊特丽丝专属全能刻印,32 24 0 24 24 75,179,3749,
41416,5,冰晶麒麟专属全能刻印,0 24 32 24 24 75,179,3750,
41417,5,德莱斯顿专属全能刻印,32 24 0 24 24 75,179,3751,
41418,5,圣钢·拉乌托专属全能刻印,32 28 0 28 22 78,188,3752,
41419,5,阿珂丽斯专属全能刻印,0 23 30 23 23 70,169,3753,
41420,5,阿珂丽斯专属全能刻印S,0 23 30 23 23 70,169,3753,
41421,5,鬼灵丸专属全能刻印,32 24 0 24 24 78,182,3754,
41422,5,霍兰德专属全能刻印,0 24 35 24 25 76,184,3755,
41423,5,逆世冰狐专属全能刻印,32 24 0 24 24 72,176,3756,
41424,5,神奕专属全能刻印,0 24 32 24 24 75,179,3757,
41425,5,卟祈酱专属全能刻印,30 23 0 23 23 70,169,3758,
41426,5,明翼专属全能刻印,0 24 32 24 24 75,179,3759,
41427,5,苏利文专属全能刻印,0 24 32 24 24 75,179,3760,
41428,5,霹雳喵专属全能刻印,28 23 0 23 23 68,165,3761,
41429,5,奇克斯专属全能刻印,32 24 0 24 24 75,179,3762,
41430,5,乌瑞娅专属全能刻印,0 24 35 24 24 80,187,3763,
41431,5,无上剑神·鲁伊斯专属全能刻印,35 24 0 24 24 75,182,3764,
41432,5,颜洛夕专属全能刻印,0 24 32 24 24 72,176,3765,
41433,4,军衔之威,30 30 0 30 0 80,170,,35
41434,4,军衔之敬,0 30 30 30 0 80,170,,35
41435,5,黑翼天马·克萨雷恩专属全能刻印,32 24 0 24 24 75,179,3766,
41436,5,加梵迪专属全能刻印,30 30 0 30 22 75,187,3767,
41437,5,肯佩斯专属全能刻印,32 23 0 23 24 72,174,3768,
41438,5,斯坦利斯专属全能刻印,0 24 32 24 24 75,179,3769,
41439,5,桃桃专属全能刻印,28 22 0 22 22 68,162,3771,
41440,5,钢翼巨龙专属全能刻印,32 24 0 24 24 76,180,3772,
41441,5,戈塔特专属全能刻印,0 24 35 24 25 72,180,3773,
41442,5,雷羽专属全能刻印,32 24 0 24 25 72,177,3774,
41443,5,珀希丝专属全能刻印,0 23 30 23 23 70,169,3775,
41444,5,珀希丝专属全能刻印S,0 23 30 23 23 70,169,3775,
41445,5,苏亦专属全能刻印,32 24 0 24 24 78,182,3776,
41446,4,寒·冰壁,30 36 0 36 0 70,172,,48
41447,4,寒·冰霜,0 36 30 36 0 70,172,,48
41448,4,寒·冰刀,40 30 0 0 30 70,170,,48
41449,4,寒·冰棱,0 0 40 30 30 70,170,,48
41450,4,寒·冰时,35 30 0 30 0 80,175,,48
41451,4,寒·冰意,0 30 35 30 0 80,175,,48
41452,5,暗裔战狂·尤尼卡专属全能刻印,38 24 0 24 24 75,185,3777,
41453,5,冰幽仙子·尤米娜专属全能刻印,0 24 32 24 26 75,181,3778,
41454,5,佩罗姆恩专属全能刻印,0 24 32 24 24 75,179,3779,
41455,5,雪绒专属全能刻印,26 20 0 20 20 64,150,3780,
41456,5,安布罗妮专属全能刻印,0 24 32 24 25 75,180,3781,
41457,5,慢蜜丝专属全能刻印,0 24 32 24 22 75,177,3782,
41458,5,麒麟天女·波西利亚专属全能刻印,38 25 0 25 26 78,192,3783,
41459,5,怨恚魂王专属全能刻印,35 25 0 25 25 75,185,3785,
41460,5,火炎巨鹿·里奥斯专属全能刻印,0 20 32 28 24 76,180,3786,
41461,5,瓦迪娅专属全能刻印,30 23 0 23 24 72,172,3787,
41462,5,夜之永恒s,48 28 0 30 38 93,237,,12
41463,5,混元天尊专属全能刻印,55 30 0 30 36 80,231,3788,
41464,5,俏珂儿专属全能刻印,0 24 32 24 24 75,179,3789,
41465,5,无治奇专属全能刻印,35 24 0 24 24 75,182,3790,
41466,5,邪魂大祭司专属全能刻印,0 25 35 25 25 76,186,3791,
41467,5,帝神天刃专属全能刻印,0 24 32 24 24 75,179,3792,
41468,5,庚辰专属全能刻印,0 25 33 25 25 76,184,3793,
41469,5,混沌·洛拉菲德专属全能刻印,32 24 0 24 22 78,180,3794,
41470,5,丘专属全能刻印,30 22 0 22 25 70,169,3795,
41471,5,丘专属全能刻印S,30 22 0 22 25 70,169,3795,
41472,5,圣曦专属全能刻印,35 24 0 24 25 75,183,3796,
41473,5,轮回之镜,50 35 0 35 35 80,235,,19
41474,5,混沌魔眼耶里梅斯专属全能刻印,35 25 0 25 25 78,188,3797,
41475,5,卡莱特斯专属全能刻印,32 24 0 24 24 75,179,3799,
41476,5,塔瑟玛专属全能刻印,32 24 0 24 24 75,179,3800,
41477,5,扫荡魔锋专属全能刻印,38 25 0 25 25 78,191,3802,
41478,5,天石灵皇·阿洛比斯专属全能刻印,32 25 0 25 23 80,185,3803,
41479,5,念力灵尊·帕罗狄亚专属全能刻印,0 24 32 24 25 75,180,3804,
41480,5,愔愔专属全能刻印,0 23 32 23 23 72,173,3805,
41481,5,葬生魔莲专属全能刻印,0 25 35 25 26 78,189,3806,
41482,3,新春之晓,0 40 0 40 0 100,180,,63
41483,3,新春之禄,70 40 0 0 30 0,140,,63
41484,3,新春之福,0 0 70 40 30 0,140,,63
41485,3,新春之贺,0 55 0 55 35 0,145,,63
41486,5,决战之怒火,45 25 0 25 36 80,211,,36
41487,5,决战之意志,0 25 45 25 36 80,211,,36
41488,5,决战之狩猎,55 25 0 25 25 85,215,,36
41489,5,决战之裁决,0 25 55 25 25 85,215,,36
41490,5,决战之庇护,30 30 0 30 25 105,220,,36
41491,5,决战之觉醒,0 30 30 30 25 105,220,,36
41492,4,神圣怒火,45 25 0 25 0 70,165,,36
41493,4,神圣意志,0 25 45 25 0 70,165,,36
41494,4,神圣庇护,25 35 0 35 0 70,165,,36
41495,4,神圣觉醒,0 35 25 35 0 70,165,,36
41496,3,战·怒火,45 0 45 0 0 45,135,,36
41497,3,战·意志,0 45 0 45 0 45,135,,36
41498,3,战·庇护,45 0 45 0 25 0,115,,36
41499,3,战·觉醒,0 45 0 45 25 0,115,,36
41500,5,非凡·欧德内里专属全能刻印,35 25 0 25 25 75,185,3807,
41501,5,镜瑶专属全能刻印,0 24 32 24 24 75,179,3808,
41502,5,龙神哈莫专属全能刻印,45 30 0 30 30 90,225,3809,
41503,5,妮莎专属全能刻印,32 23 0 23 24 72,174,3810,
41504,5,狞专属全能刻印,30 24 0 24 22 70,170,3811,
41505,5,狞专属全能刻印S,30 24 0 24 22 70,170,3811,
41506,5,咲居儿专属全能刻印,25 20 0 20 20 65,150,3812,
41507,5,哀伤公爵·阿洛希尔专属全能刻印,0 25 35 25 25 78,188,3813,
41508,5,八岐大蛇专属全能刻印,0 25 35 25 25 78,188,3814,
41509,5,鲜血女王·蔻缇雅专属全能刻印,0 24 32 24 25 80,185,3815,
41510,5,噬梦魔灵专属全能刻印,0 25 38 25 26 75,189,3816,
41511,5,踏花鬼灵专属全能刻印,32 24 0 24 24 75,179,3817,
41512,5,汤圆妹妹专属全能刻印,32 24 0 24 24 72,176,3818,
41513,5,跳跳狮专属全能刻印,25 20 0 20 20 68,153,3819,
41514,5,遨天魔煞专属全能刻印,38 24 0 24 28 78,192,3820,
41515,5,库塔莫西专属全能刻印,32 24 0 24 24 75,179,3821,
41516,5,满分君专属全能刻印,0 23 30 23 23 72,171,3822,
41517,5,小霸王·孙策专属全能刻印,38 25 0 25 25 78,191,3823,
41518,5,鰥专属全能刻印,30 22 0 22 24 70,168,3824,
41519,5,鰥专属全能刻印S,30 22 0 22 24 70,168,3824,
41520,5,蚀骨冰姬专属全能刻印,0 24 35 24 25 75,183,3825,
41521,5,雪薇专属全能刻印,0 24 32 24 25 72,177,3826,
41522,5,莹新专属全能刻印,32 24 0 24 24 75,179,3827,
41523,5,幽冥魅影专属全能刻印,0 24 35 24 24 76,183,3828,
41524,5,皇室战狮专属全能刻印,30 23 0 23 23 70,169,3829,
41525,5,魂王·无烬梦专属全能刻印,0 25 35 25 25 75,185,3830,
41526,5,魔化庚辰专属全能刻印,0 24 35 24 24 78,185,3831,
41527,5,时分公主专属全能刻印,0 22 30 22 22 70,166,3832,
41528,5,青翠山野,0 25 45 25 25 75,195,,50
41529,5,枝繁叶茂,45 25 0 25 25 75,195,,50
41530,5,遮天蔽日,0 35 25 35 25 75,195,,50
41531,5,蔚然成林,25 35 0 35 25 75,195,,50
41532,5,欣欣向荣,40 20 40 20 0 80,200,,50
41533,5,泰坦之魄α,35 30 0 30 30 90,215,,17
41534,5,泰坦之威α,0 30 35 30 30 90,215,,17
41535,5,秩序·阴谋序章,45 27 0 27 33 85,217,,37
41536,5,秩序·堕入黑暗,0 27 45 27 33 85,217,,37
41537,5,秩序·罪恶迷途,55 27 0 27 27 80,216,,37
41538,5,秩序·硝烟弥漫,0 27 55 27 27 80,216,,37
41539,5,秩序·兽穷则啮,35 27 0 27 27 100,216,,37
41540,5,秩序·背水一战,0 27 35 27 27 100,216,,37
41541,5,秩序·光明再续,28 38 0 38 25 88,217,,37
41542,5,秩序·希望永驻,0 38 28 38 25 88,217,,37
41543,5,魂王·暗翼影专属全能刻印,38 24 0 24 26 75,187,3833,
41544,5,马瑞娜专属全能刻印,0 24 32 24 24 76,180,3834,
41545,5,牌灵·板专属全能刻印,32 24 0 24 24 72,176,3835,
41546,5,恶魔男爵专属全能刻印,35 24 0 24 25 72,180,3837,
41547,5,索格瑞亚专属全能刻印,32 24 0 24 24 78,182,3839,
41548,5,战争猎魔专属全能刻印,0 24 35 24 24 76,183,3840,
41549,5,智慧龙纹,0 35 25 35 20 80,195,,51
41550,5,威仪龙纹,35 25 0 25 30 80,195,,51
41551,5,狂猛龙纹,45 25 0 25 20 80,195,,51
41552,5,铭冶专属全能刻印,32 24 0 24 24 75,179,3841,
41553,5,丝萝专属全能刻印,32 24 0 24 24 78,182,3842,
41554,5,巍专属全能刻印,30 22 0 22 24 70,168,3843,
41555,5,巍专属全能刻印S,30 22 0 22 24 70,168,3843,
41556,5,伊芙莉莎专属全能刻印,0 24 35 24 24 76,183,3844,
41557,5,伊诺美丽专属全能刻印,0 24 35 24 25 75,183,3845,
41558,5,花清酒专属全能刻印,30 22 0 22 22 70,166,3846,
41559,5,魂帝·天循道专属全能刻印,35 25 0 25 26 80,191,3847,
41560,5,时空幻零专属全能刻印,0 25 35 25 26 72,183,3848,
41561,5,撼地巨龙专属全能刻印,32 25 0 25 20 78,180,3849,
